audit_id,slice,sample_id,dataset_id,source,language,task_type,query,schema_fields,temporal_metadata,gold_intent,human_answerability_correct,human_intent_correct,human_corrected_intent,human_notes,annotator_id
ha_053,previous_window,paper09x_000868,wb_asean_electricity_access,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for electricity access in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | electricity_access:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""electricity_access"", ""required_fields"": [""country"", ""electricity_access"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_054,previous_window,paper09x_000884,wb_asean_electricity_access,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua electricity access truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | electricity_access:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""electricity_access"", ""required_fields"": [""country"", ""electricity_access"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_055,previous_window,paper09x_000112,wb_asean_fertility_rate,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for fertility rate in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | fertility_rate:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""fertility_rate"", ""required_fields"": [""country"", ""fertility_rate"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_056,previous_window,paper09x_000128,wb_asean_fertility_rate,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua fertility rate truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | fertility_rate:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""fertility_rate"", ""required_fields"": [""country"", ""fertility_rate"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_057,previous_window,paper09x_001219,wb_asean_fixed_broadband_subscriptions,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for fixed broadband subscriptions in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | fixed_broadband_subscriptions:quantitative/measure,"{""distinct_years"": 27, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1998}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""fixed_broadband_subscriptions"", ""required_fields"": [""country"", ""fixed_broadband_subscriptions"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_058,previous_window,paper09x_001235,wb_asean_fixed_broadband_subscriptions,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua fixed broadband subscriptions truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | fixed_broadband_subscriptions:quantitative/measure,"{""distinct_years"": 27, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1998}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""fixed_broadband_subscriptions"", ""required_fields"": [""country"", ""fixed_broadband_subscriptions"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_059,previous_window,paper09x_000949,wb_asean_forest_area_share,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for forest area share in Thailand.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | forest_area_share:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""forest_area_share"", ""required_fields"": [""country"", ""forest_area_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_060,previous_window,paper09x_000965,wb_asean_forest_area_share,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua forest area share truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | forest_area_share:quantitative/measure,"{""distinct_years"": 34, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""forest_area_share"", ""required_fields"": [""country"", ""forest_area_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_061,previous_window,paper09x_000976,wb_asean_freshwater_withdrawal_share,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for freshwater withdrawal share in Vietnam.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | freshwater_withdrawal_share:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2022, ""previous_10_end"": 2012, ""previous_10_start"": 2003, ""recent_10_end"": 2022, ""recent_10_start"": 2013, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2022, ""year_min"": 1975}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""freshwater_withdrawal_share"", ""required_fields"": [""country"", ""freshwater_withdrawal_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2003-2012"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_062,previous_window,paper09x_000992,wb_asean_freshwater_withdrawal_share,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua freshwater withdrawal share truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | freshwater_withdrawal_share:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2022, ""previous_10_end"": 2012, ""previous_10_start"": 2003, ""recent_10_end"": 2022, ""recent_10_start"": 2013, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2022, ""year_min"": 1975}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""freshwater_withdrawal_share"", ""required_fields"": [""country"", ""freshwater_withdrawal_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2003-2012"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_063,previous_window,paper09x_000517,wb_asean_health_expenditure_pc,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for health expenditure pc in Philippines.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_pc:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""health_expenditure_pc"", ""required_fields"": [""country"", ""health_expenditure_pc"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_064,previous_window,paper09x_000533,wb_asean_health_expenditure_pc,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua health expenditure pc truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_pc:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""health_expenditure_pc"", ""required_fields"": [""country"", ""health_expenditure_pc"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_065,previous_window,paper09x_000544,wb_asean_health_expenditure_share_gdp,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for health expenditure share gdp in Malaysia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_share_gdp:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""health_expenditure_share_gdp"", ""required_fields"": [""country"", ""health_expenditure_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_066,previous_window,paper09x_000560,wb_asean_health_expenditure_share_gdp,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua health expenditure share gdp truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | health_expenditure_share_gdp:quantitative/measure,"{""distinct_years"": 24, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 2000}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""health_expenditure_share_gdp"", ""required_fields"": [""country"", ""health_expenditure_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_067,previous_window,paper09x_001381,wb_asean_high_technology_exports_share,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for high technology exports share in Vietnam.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | high_technology_exports_share:quantitative/measure,"{""distinct_years"": 18, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2007, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 2007}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""high_technology_exports_share"", ""required_fields"": [""country"", ""high_technology_exports_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2007-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_068,previous_window,paper09x_001397,wb_asean_high_technology_exports_share,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua high technology exports share truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | high_technology_exports_share:quantitative/measure,"{""distinct_years"": 18, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2007, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 2007}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""high_technology_exports_share"", ""required_fields"": [""country"", ""high_technology_exports_share"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2007-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_069,previous_window,paper09x_001192,wb_asean_hospital_beds,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for hospital beds in Philippines.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | hospital_beds:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""hospital_beds"", ""required_fields"": [""country"", ""hospital_beds"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_070,previous_window,paper09x_001208,wb_asean_hospital_beds,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua hospital beds truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | hospital_beds:quantitative/measure,"{""distinct_years"": 48, ""latest_year"": 2023, ""previous_10_end"": 2013, ""previous_10_start"": 2004, ""recent_10_end"": 2023, ""recent_10_start"": 2014, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2023, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""hospital_beds"", ""required_fields"": [""country"", ""hospital_beds"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2004-2013"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_071,previous_window,paper09x_000301,wb_asean_imports_share_gdp,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for imports share gdp in Thailand.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | imports_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""imports_share_gdp"", ""required_fields"": [""country"", ""imports_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_072,previous_window,paper09x_000317,wb_asean_imports_share_gdp,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua imports share gdp truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | imports_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""imports_share_gdp"", ""required_fields"": [""country"", ""imports_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_073,previous_window,paper09x_000760,wb_asean_labor_force_participation,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for labor force participation in Vietnam.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | labor_force_participation:quantitative/measure,"{""distinct_years"": 36, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""labor_force_participation"", ""required_fields"": [""country"", ""labor_force_participation"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2006-2015"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_074,previous_window,paper09x_000776,wb_asean_labor_force_participation,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua labor force participation truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | labor_force_participation:quantitative/measure,"{""distinct_years"": 36, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1990}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""labor_force_participation"", ""required_fields"": [""country"", ""labor_force_participation"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2006-2015"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_075,previous_window,paper09x_000382,wb_asean_services_share_gdp,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for services share gdp in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""services_share_gdp"", ""required_fields"": [""country"", ""services_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_076,previous_window,paper09x_000398,wb_asean_services_share_gdp,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua services share gdp truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | services_share_gdp:quantitative/measure,"{""distinct_years"": 65, ""latest_year"": 2024, ""previous_10_end"": 2014, ""previous_10_start"": 2005, ""recent_10_end"": 2024, ""recent_10_start"": 2015, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2024, ""year_min"": 1960}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""services_share_gdp"", ""required_fields"": [""country"", ""services_share_gdp"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2005-2014"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_077,previous_window,paper09x_000652,wb_asean_tertiary_school_enrollment,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for tertiary school enrollment in Indonesia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | tertiary_school_enrollment:quantitative/measure,"{""distinct_years"": 56, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1970}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""tertiary_school_enrollment"", ""required_fields"": [""country"", ""tertiary_school_enrollment"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2006-2015"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_078,previous_window,paper09x_000668,wb_asean_tertiary_school_enrollment,World Bank Indicators API,vi,temporal_previous_window,Ve thap ky lien truoc cua tertiary school enrollment truoc giai doan moi nhat.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | tertiary_school_enrollment:quantitative/measure,"{""distinct_years"": 56, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1970}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""tertiary_school_enrollment"", ""required_fields"": [""country"", ""tertiary_school_enrollment"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2006-2015"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
ha_079,previous_window,paper09x_000733,wb_asean_unemployment_rate,World Bank Indicators API,en,temporal_previous_window,Show the previous decade before the latest window for unemployment rate in Malaysia.,country_code:nominal/id | country:nominal/dimension | year:temporal/time | unemployment_rate:quantitative/measure,"{""distinct_years"": 35, ""latest_year"": 2025, ""previous_10_end"": 2015, ""previous_10_start"": 2006, ""recent_10_end"": 2025, ""recent_10_start"": 2016, ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""year_max"": 2025, ""year_min"": 1991}","{""aggregation"": ""none"", ""answerability"": ""answerable"", ""chart_type"": ""line"", ""group_by"": ""country"", ""measure"": ""unemployment_rate"", ""required_fields"": [""country"", ""unemployment_rate"", ""year""], ""secondary_measure"": """", ""sort"": ""none"", ""statistic"": ""trend"", ""task_type"": ""temporal_previous_window"", ""temporal_filter"": ""previous_10_years:2006-2015"", ""temporal_granularity"": ""year"", ""time_field"": ""year"", ""top_k"": null, ""unsupported_reason"": """"}",,,,,
